date,original,mis_1,mis_2,mis_3
2019-08-04 22:00:00,22.208333333333332,22.208333333333332,22.208333333333332,22.208333333333332
2019-08-05 00:00:00,20.783333333333335,20.783333333333335,20.783333333333335,20.783333333333335
2019-08-05 02:00:00,21.266666666666666,21.266666666666666,21.266666666666666,21.266666666666666
2019-08-05 04:00:00,21.066666666666666,21.066666666666666,21.066666666666666,21.066666666666666
2019-08-05 06:00:00,20.858333333333334,20.858333333333334,20.858333333333334,20.858333333333334
2019-08-05 08:00:00,25.058333333333334,25.058333333333334,25.058333333333334,25.058333333333334
2019-08-05 10:00:00,27.916666666666668,27.916666666666668,27.916666666666668,27.916666666666668
2019-08-05 12:00:00,29.766666666666666,29.766666666666666,,29.766666666666666
2019-08-05 14:00:00,29.45,29.45,29.45,29.45
2019-08-05 16:00:00,27.166666666666668,27.166666666666668,27.166666666666668,27.166666666666668
2019-08-05 18:00:00,23.766666666666666,23.766666666666666,23.766666666666666,23.766666666666666
2019-08-05 20:00:00,23.208333333333332,23.208333333333332,23.208333333333332,23.208333333333332
2019-08-05 22:00:00,21.3,21.3,21.3,21.3
2019-08-06 00:00:00,20.466666666666665,20.466666666666665,20.466666666666665,20.466666666666665
2019-08-06 02:00:00,19.891666666666666,19.891666666666666,19.891666666666666,19.891666666666666
2019-08-06 04:00:00,19.691666666666666,19.691666666666666,19.691666666666666,19.691666666666666
2019-08-06 06:00:00,20.575,20.575,20.575,20.575
2019-08-06 08:00:00,23.275000000000002,23.275000000000002,23.275000000000002,23.275000000000002
2019-08-06 10:00:00,26.166666666666668,,,26.166666666666668
2019-08-06 12:00:00,27.733333333333334,27.733333333333334,,27.733333333333334
2019-08-06 14:00:00,27.358333333333334,27.358333333333334,,27.358333333333334
2019-08-06 16:00:00,25.641666666666666,25.641666666666666,,25.641666666666666
2019-08-06 18:00:00,22.724999999999998,22.724999999999998,,22.724999999999998
2019-08-06 20:00:00,20.366666666666667,20.366666666666667,20.366666666666667,20.366666666666667
2019-08-06 22:00:00,19.691666666666666,19.691666666666666,19.691666666666666,19.691666666666666
2019-08-07 00:00:00,19.416666666666668,19.416666666666668,19.416666666666668,19.416666666666668
2019-08-07 02:00:00,19.083333333333332,19.083333333333332,19.083333333333332,19.083333333333332
2019-08-07 04:00:00,19.025000000000002,19.025000000000002,19.025000000000002,19.025000000000002
2019-08-07 06:00:00,20.458333333333332,20.458333333333332,20.458333333333332,20.458333333333332
2019-08-07 08:00:00,22.916666666666668,22.916666666666668,22.916666666666668,22.916666666666668
2019-08-07 10:00:00,25.266666666666666,25.266666666666666,25.266666666666666,25.266666666666666
2019-08-07 12:00:00,26.34166666666667,26.34166666666667,26.34166666666667,26.34166666666667
2019-08-07 14:00:00,25.974999999999998,25.974999999999998,25.974999999999998,25.974999999999998
2019-08-07 16:00:00,24.575,24.575,24.575,24.575
2019-08-07 18:00:00,21.90833333333333,21.90833333333333,21.90833333333333,21.90833333333333
2019-08-07 20:00:00,20.408333333333335,20.408333333333335,20.408333333333335,20.408333333333335
2019-08-07 22:00:00,19.633333333333333,19.633333333333333,19.633333333333333,19.633333333333333
2019-08-08 00:00:00,18.900000000000002,18.900000000000002,18.900000000000002,18.900000000000002
2019-08-08 02:00:00,18.816666666666666,18.816666666666666,,18.816666666666666
2019-08-08 04:00:00,19.23333333333333,19.23333333333333,,19.23333333333333
2019-08-08 06:00:00,20.608333333333334,,20.608333333333334,20.608333333333334
2019-08-08 08:00:00,23.90833333333333,23.90833333333333,23.90833333333333,23.90833333333333
2019-08-08 10:00:00,26.733333333333334,26.733333333333334,26.733333333333334,26.733333333333334
2019-08-08 12:00:00,28.099999999999998,28.099999999999998,28.099999999999998,28.099999999999998
2019-08-08 14:00:00,27.525000000000002,27.525000000000002,27.525000000000002,27.525000000000002
2019-08-08 16:00:00,25.508333333333336,25.508333333333336,25.508333333333336,25.508333333333336
2019-08-08 18:00:00,22.866666666666664,22.866666666666664,22.866666666666664,22.866666666666664
2019-08-08 20:00:00,21.46666666666667,21.46666666666667,21.46666666666667,21.46666666666667
2019-08-08 22:00:00,20.483333333333334,20.483333333333334,20.483333333333334,20.483333333333334
2019-08-09 00:00:00,19.816666666666666,19.816666666666666,19.816666666666666,
2019-08-09 02:00:00,18.75,18.75,18.75,
2019-08-09 04:00:00,18.583333333333332,18.583333333333332,18.583333333333332,
2019-08-09 06:00:00,19.75,19.75,19.75,
2019-08-09 08:00:00,22.7,22.7,22.7,
2019-08-09 10:00:00,26.416666666666668,26.416666666666668,26.416666666666668,
2019-08-09 12:00:00,27.816666666666666,27.816666666666666,,
2019-08-09 14:00:00,27.150000000000002,27.150000000000002,,
2019-08-09 16:00:00,24.933333333333334,24.933333333333334,,
2019-08-09 18:00:00,22.016666666666666,22.016666666666666,,
2019-08-09 20:00:00,20.658333333333335,20.658333333333335,20.658333333333335,
2019-08-09 22:00:00,20.108333333333334,20.108333333333334,20.108333333333334,
2019-08-10 00:00:00,19.766666666666666,19.766666666666666,,
2019-08-10 02:00:00,19.650000000000002,19.650000000000002,,
2019-08-10 04:00:00,19.266666666666666,19.266666666666666,,
2019-08-10 06:00:00,20.016666666666666,20.016666666666666,,
2019-08-10 08:00:00,22.791666666666668,22.791666666666668,,
2019-08-10 10:00:00,25.833333333333332,25.833333333333332,,
2019-08-10 12:00:00,27.575,27.575,,
2019-08-10 14:00:00,27.133333333333336,27.133333333333336,,
2019-08-10 16:00:00,25.291666666666668,25.291666666666668,25.291666666666668,
2019-08-10 18:00:00,22.391666666666666,22.391666666666666,22.391666666666666,
2019-08-10 20:00:00,20.650000000000002,20.650000000000002,20.650000000000002,
2019-08-10 22:00:00,21.191666666666666,21.191666666666666,,
2019-08-11 00:00:00,21.7,21.7,,
2019-08-11 02:00:00,20.283333333333335,,,
2019-08-11 04:00:00,19.900000000000002,19.900000000000002,19.900000000000002,
2019-08-11 06:00:00,22.233333333333334,22.233333333333334,22.233333333333334,
2019-08-11 08:00:00,26.058333333333334,26.058333333333334,26.058333333333334,
2019-08-11 10:00:00,28.516666666666666,28.516666666666666,28.516666666666666,
2019-08-11 12:00:00,29.508333333333336,,29.508333333333336,
2019-08-11 14:00:00,28.75,28.75,,
2019-08-11 16:00:00,27.05,27.05,,
2019-08-11 18:00:00,23.983333333333334,23.983333333333334,,
2019-08-11 20:00:00,22.458333333333332,22.458333333333332,22.458333333333332,
2019-08-11 22:00:00,22.891666666666666,,22.891666666666666,
2019-08-12 00:00:00,23.275000000000002,23.275000000000002,23.275000000000002,
2019-08-12 02:00:00,22.883333333333336,22.883333333333336,22.883333333333336,
2019-08-12 04:00:00,22.516666666666666,22.516666666666666,22.516666666666666,
2019-08-12 06:00:00,24.65833333333333,24.65833333333333,24.65833333333333,
2019-08-12 08:00:00,27.791666666666668,27.791666666666668,27.791666666666668,
2019-08-12 10:00:00,29.583333333333332,29.583333333333332,29.583333333333332,
2019-08-12 12:00:00,30.208333333333332,30.208333333333332,30.208333333333332,
2019-08-12 14:00:00,29.583333333333332,29.583333333333332,29.583333333333332,
2019-08-12 16:00:00,27.891666666666666,27.891666666666666,27.891666666666666,
2019-08-12 18:00:00,24.825,,24.825,
2019-08-12 20:00:00,23.633333333333336,23.633333333333336,,
2019-08-12 22:00:00,24.625,24.625,,
2019-08-13 00:00:00,24.883333333333336,,,
2019-08-13 02:00:00,24.375,24.375,24.375,
2019-08-13 04:00:00,24.066666666666666,,24.066666666666666,
2019-08-13 06:00:00,26.03333333333333,26.03333333333333,26.03333333333333,
2019-08-13 08:00:00,29.075,29.075,29.075,
2019-08-13 10:00:00,30.55,30.55,30.55,
2019-08-13 12:00:00,30.600000000000005,30.600000000000005,30.600000000000005,
2019-08-13 14:00:00,30.958333333333332,30.958333333333332,30.958333333333332,
2019-08-13 16:00:00,29.65833333333333,29.65833333333333,29.65833333333333,
2019-08-13 18:00:00,25.916666666666668,25.916666666666668,25.916666666666668,
2019-08-13 20:00:00,25.525000000000002,25.525000000000002,25.525000000000002,
2019-08-13 22:00:00,25.683333333333334,25.683333333333334,25.683333333333334,
2019-08-14 00:00:00,24.28333333333333,24.28333333333333,24.28333333333333,
2019-08-14 02:00:00,21.916666666666668,21.916666666666668,21.916666666666668,
2019-08-14 04:00:00,21.458333333333332,21.458333333333332,21.458333333333332,
2019-08-14 06:00:00,23.791666666666668,23.791666666666668,23.791666666666668,
2019-08-14 08:00:00,27.90833333333333,27.90833333333333,,
2019-08-14 10:00:00,29.15833333333333,29.15833333333333,,
2019-08-14 12:00:00,29.675,29.675,29.675,
2019-08-14 14:00:00,29.016666666666666,29.016666666666666,29.016666666666666,
2019-08-14 16:00:00,26.983333333333334,26.983333333333334,26.983333333333334,
